date,product,price,is_anomaly
2024-12-17,miso_paste,4.46,0
2024-12-18,miso_paste,4.57,0
2024-12-19,miso_paste,4.78,0
2024-12-20,miso_paste,4.64,0
2024-12-21,miso_paste,4.65,0
2024-12-22,miso_paste,4.58,0
2024-12-23,miso_paste,4.73,0
2024-12-24,miso_paste,4.76,0
2024-12-25,miso_paste,4.53,0
2024-12-26,miso_paste,4.46,0
2024-12-27,miso_paste,4.4,0
2024-12-28,miso_paste,4.72,0
2024-12-29,miso_paste,4.71,0
2024-12-30,miso_paste,5.0,0
2024-01-01,soy_sauce,2.81,0
2024-01-02,soy_sauce,2.79,0
2024-01-03,soy_sauce,2.84,0
2024-01-04,soy_sauce,2.84,0
2024-01-05,soy_sauce,2.79,0
2024-01-06,soy_sauce,2.73,0
2024-01-07,soy_sauce,2.82,0
2024-01-08,soy_sauce,2.82,0
2024-01-09,soy_sauce,2.82,0
2024-01-10,soy_sauce,2.92,0
2024-01-11,soy_sauce,2.83,0
2024-01-12,soy_sauce,2.68,0
2024-01-13,soy_sauce,3.28,1
2024-01-14,soy_sauce,2.81,0
2024-01-15,soy_sauce,2.89,0
2024-01-16,soy_sauce,2.85,0
2024-01-17,soy_sauce,2.52,0
2024-01-18,soy_sauce,2.88,0
2024-01-19,soy_sauce,2.91,0
2024-01-20,soy_sauce,2.71,0
2024-01-21,soy_sauce,2.78,0
2024-01-22,soy_sauce,2.85,0
2024-01-23,soy_sauce,2.79,0
2024-01-24,soy_sauce,2.81,0
2024-01-25,soy_sauce,2.9,0
2024-01-26,soy_sauce,2.8,0
2024-01-27,soy_sauce,2.7,0
2024-01-28,soy_sauce,2.97,0
2024-01-29,soy_sauce,2.76,0
2024-01-30,soy_sauce,2.85,0
2024-01-31,soy_sauce,2.82,0
2024-02-01,soy_sauce,2.75,0
2024-02-02,soy_sauce,3.69,1
2024-02-03,soy_sauce,2.97,0
2024-02-04,soy_sauce,2.83,0
2024-02-05,soy_sauce,2.93,0
2024-02-06,soy_sauce,2.89,0
2024-02-07,soy_sauce,2.96,0
2024-02-08,soy_sauce,3.03,0
2024-02-09,soy_sauce,2.88,0
2024-02-10,soy_sauce,2.85,0
2024-02-11,soy_sauce,2.8,0
2024-02-12,soy_sauce,2.75,0
2024-02-13,soy_sauce,2.73,0
2024-02-14,soy_sauce,2.83,0
2024-02-15,soy_sauce,3.03,0
2024-02-16,soy_sauce,2.99,0
2024-02-17,soy_sauce,2.86,0
2024-02-18,soy_sauce,3.16,0
2024-02-19,soy_sauce,2.85,0
2024-02-20,soy_sauce,3.07,0
2024-02-21,soy_sauce,3.1,0
2024-02-22,soy_sauce,2.98,0
2024-02-23,soy_sauce,2.85,0
2024-02-24,soy_sauce,2.89,0
2024-02-25,soy_sauce,4.04,1
2024-02-26,soy_sauce,2.84,0
2024-02-27,soy_sauce,3.08,0
2024-02-28,soy_sauce,3.01,0
2024-02-29,soy_sauce,3.07,0
2024-03-01,soy_sauce,2.97,0
2024-03-02,soy_sauce,2.86,0
2024-03-03,soy_sauce,3.01,0
2024-03-04,soy_sauce,3.09,0
2024-03-05,soy_sauce,2.97,0
2024-03-06,soy_sauce,2.84,0
2024-03-07,soy_sauce,2.88,0
2024-03-08,soy_sauce,2.95,0
2024-03-09,soy_sauce,3.11,0
2024-03-10,soy_sauce,3.15,0
2024-03-11,soy_sauce,2.85,0
2024-03-12,soy_sauce,2.99,0
2024-03-13,soy_sauce,2.89,0
2024-03-14,soy_sauce,2.81,0
2024-03-15,soy_sauce,3.02,0
2024-03-16,soy_sauce,2.97,0
2024-03-17,soy_sauce,2.98,0
2024-03-18,soy_sauce,2.94,0
2024-03-19,soy_sauce,2.99,0
2024-03-20,soy_sauce,2.99,0
2024-03-21,soy_sauce,3.05,0
2024-03-22,soy_sauce,2.87,0
2024-03-23,soy_sauce,3.06,0
2024-03-24,soy_sauce,3.04,0
2024-03-25,soy_sauce,3.0,0
2024-03-26,soy_sauce,2.97,0
2024-03-27,soy_sauce,2.95,0
2024-03-28,soy_sauce,2.95,0
2024-03-29,soy_sauce,2.97,0
2024-03-30,soy_sauce,2.8,0
2024-03-31,soy_sauce,3.22,0
2024-04-01,soy_sauce,3.09,0
2024-04-02,soy_sauce,3.17,0
2024-04-03,soy_sauce,3.04,0
2024-04-04,soy_sauce,2.9,0
2024-04-05,soy_sauce,3.61,1
2024-04-06,soy_sauce,2.94,0
2024-04-07,soy_sauce,2.87,0
2024-04-08,soy_sauce,3.15,0
2024-04-09,soy_sauce,3.01,0
2024-04-10,soy_sauce,3.1,0
2024-04-11,soy_sauce,3.85,1
2024-04-12,soy_sauce,2.8,0
2024-04-13,soy_sauce,2.84,0
2024-04-14,soy_sauce,2.87,0
2024-04-15,soy_sauce,2.73,0
2024-04-16,soy_sauce,2.77,0
2024-04-17,soy_sauce,3.13,0
2024-04-18,soy_sauce,3.1,0
2024-04-19,soy_sauce,2.9,0
2024-04-20,soy_sauce,3.21,0
2024-04-21,soy_sauce,2.93,0
2024-04-22,soy_sauce,3.17,0
2024-04-23,soy_sauce,3.17,0
2024-04-24,soy_sauce,2.89,0
2024-04-25,soy_sauce,3.05,0
2024-04-26,soy_sauce,3.08,0
2024-04-27,soy_sauce,2.89,0
2024-04-28,soy_sauce,2.65,0
2024-04-29,soy_sauce,3.05,0
2024-04-30,soy_sauce,2.86,0
2024-05-01,soy_sauce,2.94,0
2024-05-02,soy_sauce,2.98,0
2024-05-03,soy_sauce,3.02,0
2024-05-04,soy_sauce,2.91,0
2024-05-05,soy_sauce,2.98,0
2024-05-06,soy_sauce,3.09,0
2024-05-07,soy_sauce,2.73,0
2024-05-08,soy_sauce,3.23,1
2024-05-09,soy_sauce,2.82,0
2024-05-10,soy_sauce,2.96,0
2024-05-11,soy_sauce,2.75,0
2024-05-12,soy_sauce,2.89,0
2024-05-13,soy_sauce,2.76,0
2024-05-14,soy_sauce,3.0,0
2024-05-15,soy_sauce,2.88,0
2024-05-16,soy_sauce,2.94,0
2024-05-17,soy_sauce,3.14,0
2024-05-18,soy_sauce,2.87,0
2024-05-19,soy_sauce,2.99,0
2024-05-20,soy_sauce,3.02,0
2024-05-21,soy_sauce,3.07,0
2024-05-22,soy_sauce,2.92,0
2024-05-23,soy_sauce,2.91,0
2024-05-24,soy_sauce,2.9,0
2024-05-25,soy_sauce,2.97,0
2024-05-26,soy_sauce,3.09,0
2024-05-27,soy_sauce,2.89,0
2024-05-28,soy_sauce,2.65,0
2024-05-29,soy_sauce,3.02,0
2024-05-30,soy_sauce,2.92,0
2024-05-31,soy_sauce,2.97,0
2024-06-01,soy_sauce,2.74,0
2024-06-02,soy_sauce,2.85,0
2024-06-03,soy_sauce,3.0,0
2024-06-04,soy_sauce,2.77,0
2024-06-05,soy_sauce,2.96,0
2024-06-06,soy_sauce,2.9,0
2024-06-07,soy_sauce,2.82,0
2024-06-08,soy_sauce,2.81,0
2024-06-09,soy_sauce,2.78,0
2024-06-10,soy_sauce,2.9,0
2024-06-11,soy_sauce,2.91,0
2024-06-12,soy_sauce,2.85,0
2024-06-13,soy_sauce,2.77,0
2024-06-14,soy_sauce,2.56,0
2024-06-15,soy_sauce,2.93,0
2024-06-16,soy_sauce,2.98,0
2024-06-17,soy_sauce,2.95,0
2024-06-18,soy_sauce,3.11,0
2024-06-19,soy_sauce,2.86,0
2024-06-20,soy_sauce,3.03,0
2024-06-21,soy_sauce,2.8,0
2024-06-22,soy_sauce,2.78,0
2024-06-23,soy_sauce,2.88,0
2024-06-24,soy_sauce,3.05,0
2024-06-25,soy_sauce,2.83,0
2024-06-26,soy_sauce,2.69,0
2024-06-27,soy_sauce,2.96,0
2024-06-28,soy_sauce,2.85,0
2024-06-29,soy_sauce,2.89,0
2024-06-30,soy_sauce,2.77,0
2024-07-01,soy_sauce,2.86,0
2024-07-02,soy_sauce,2.69,0
2024-07-03,soy_sauce,3.06,0
2024-07-04,soy_sauce,2.97,0
2024-07-05,soy_sauce,2.85,0
2024-07-06,soy_sauce,2.94,0
2024-07-07,soy_sauce,2.77,0
2024-07-08,soy_sauce,2.95,0
2024-07-09,soy_sauce,2.8,0
2024-07-10,soy_sauce,2.79,0
2024-07-11,soy_sauce,2.72,0
2024-07-12,soy_sauce,2.88,0
2024-07-13,soy_sauce,2.83,0
2024-07-14,soy_sauce,2.98,0
2024-07-15,soy_sauce,2.7,0
2024-07-16,soy_sauce,2.87,0
2024-07-17,soy_sauce,2.95,0
2024-07-18,soy_sauce,3.11,0
2024-07-19,soy_sauce,2.84,0
2024-07-20,soy_sauce,2.77,0
2024-07-21,soy_sauce,2.83,0
2024-07-22,soy_sauce,2.96,0
2024-07-23,soy_sauce,2.95,0
2024-07-24,soy_sauce,2.79,0
2024-07-25,soy_sauce,2.95,0
2024-07-26,soy_sauce,2.8,0
2024-07-27,soy_sauce,2.89,0
2024-07-28,soy_sauce,2.86,0
2024-07-29,soy_sauce,2.75,0
2024-07-30,soy_sauce,2.69,0
2024-07-31,soy_sauce,2.93,0
2024-08-01,soy_sauce,2.96,0
2024-08-02,soy_sauce,2.83,0
2024-08-03,soy_sauce,2.78,0
2024-08-04,soy_sauce,2.65,0
2024-08-05,soy_sauce,2.92,0
2024-08-06,soy_sauce,2.81,0
2024-08-07,soy_sauce,2.75,0
2024-08-08,soy_sauce,2.87,0
2024-08-09,soy_sauce,2.62,0
2024-08-10,soy_sauce,2.66,0
2024-08-11,soy_sauce,2.7,0
2024-08-12,soy_sauce,2.83,0
2024-08-13,soy_sauce,2.79,0
2024-08-14,soy_sauce,2.84,0
2024-08-15,soy_sauce,2.89,0
2024-08-16,soy_sauce,2.84,0
2024-08-17,soy_sauce,2.98,0
2024-08-18,soy_sauce,2.89,0
2024-08-19,soy_sauce,2.75,0
2024-08-20,soy_sauce,2.7,0
2024-08-21,soy_sauce,2.75,0
2024-08-22,soy_sauce,2.84,0
2024-08-23,soy_sauce,2.71,0
2024-08-24,soy_sauce,3.93,1
2024-08-25,soy_sauce,2.82,0
2024-08-26,soy_sauce,2.85,0
2024-08-27,soy_sauce,2.69,0
2024-08-28,soy_sauce,2.79,0
2024-08-29,soy_sauce,2.68,0
2024-08-30,soy_sauce,2.54,0
2024-08-31,soy_sauce,2.71,0
2024-09-01,soy_sauce,2.86,0
2024-09-02,soy_sauce,2.65,0
2024-09-03,soy_sauce,2.79,0
2024-09-04,soy_sauce,2.84,0
2024-09-05,soy_sauce,2.83,0
2024-09-06,soy_sauce,2.67,0
2024-09-07,soy_sauce,2.66,0
2024-09-08,soy_sauce,2.74,0
2024-09-09,soy_sauce,2.77,0
2024-09-10,soy_sauce,2.81,0
2024-09-11,soy_sauce,2.81,0
2024-09-12,soy_sauce,3.04,0
2024-09-13,soy_sauce,2.9,0
2024-09-14,soy_sauce,2.7,0
2024-09-15,soy_sauce,2.97,0
2024-09-16,soy_sauce,2.61,0
2024-09-17,soy_sauce,2.62,0
2024-09-18,soy_sauce,2.82,0
2024-09-19,soy_sauce,2.71,0
2024-09-20,soy_sauce,2.47,0
2024-09-21,soy_sauce,2.9,0
2024-09-22,soy_sauce,2.8,0
2024-09-23,soy_sauce,2.72,0
2024-09-24,soy_sauce,2.72,0
2024-09-25,soy_sauce,2.71,0
2024-09-26,soy_sauce,2.5,0
2024-09-27,soy_sauce,2.64,0
2024-09-28,soy_sauce,3.09,1
2024-09-29,soy_sauce,2.7,0
2024-09-30,soy_sauce,2.65,0
2024-10-01,soy_sauce,2.53,0
2024-10-02,soy_sauce,2.75,0
2024-10-03,soy_sauce,2.76,0
2024-10-04,soy_sauce,2.65,0
2024-10-05,soy_sauce,2.86,0
2024-10-06,soy_sauce,2.74,0
2024-10-07,soy_sauce,2.66,0
2024-10-08,soy_sauce,2.57,0
2024-10-09,soy_sauce,2.77,0
2024-10-10,soy_sauce,2.8,0
2024-10-11,soy_sauce,2.69,0
2024-10-12,soy_sauce,2.76,0
2024-10-13,soy_sauce,2.92,0
2024-10-14,soy_sauce,2.84,0
2024-10-15,soy_sauce,2.5,0
2024-10-16,soy_sauce,2.67,0
2024-10-17,soy_sauce,2.73,0
2024-10-18,soy_sauce,2.76,0
2024-10-19,soy_sauce,2.77,0
2024-10-20,soy_sauce,2.8,0
2024-10-21,soy_sauce,2.74,0
2024-10-22,soy_sauce,2.75,0
2024-10-23,soy_sauce,2.86,0
2024-10-24,soy_sauce,2.79,0
2024-10-25,soy_sauce,3.34,1
2024-10-26,soy_sauce,2.77,0
2024-10-27,soy_sauce,3.06,0
2024-10-28,soy_sauce,2.71,0
2024-10-29,soy_sauce,2.54,0
2024-10-30,soy_sauce,2.84,0
2024-10-31,soy_sauce,2.82,0
2024-11-01,soy_sauce,2.86,0
2024-11-02,soy_sauce,2.66,0
2024-11-03,soy_sauce,2.65,0
2024-11-04,soy_sauce,2.83,0
2024-11-05,soy_sauce,2.83,0
2024-11-06,soy_sauce,2.57,0
2024-11-07,soy_sauce,2.7,0
2024-11-08,soy_sauce,2.95,0
2024-11-09,soy_sauce,2.87,0
2024-11-10,soy_sauce,2.75,0
2024-11-11,soy_sauce,2.65,0
2024-11-12,soy_sauce,3.55,1
2024-11-13,soy_sauce,2.74,0
2024-11-14,soy_sauce,2.72,0
2024-11-15,soy_sauce,2.77,0
2024-11-16,soy_sauce,2.9,0
2024-11-17,soy_sauce,2.97,0
2024-11-18,soy_sauce,2.79,0
2024-11-19,soy_sauce,2.83,0
2024-11-20,soy_sauce,2.75,0
2024-11-21,soy_sauce,2.8,0
2024-11-22,soy_sauce,2.76,0
2024-11-23,soy_sauce,2.79,0
2024-11-24,soy_sauce,2.78,0
2024-11-25,soy_sauce,2.99,0
2024-11-26,soy_sauce,2.89,0
2024-11-27,soy_sauce,2.78,0
2024-11-28,soy_sauce,2.81,0
2024-11-29,soy_sauce,2.87,0
2024-11-30,soy_sauce,2.69,0
2024-12-01,soy_sauce,2.84,0
2024-12-02,soy_sauce,2.9,0
2024-12-03,soy_sauce,2.89,0
2024-12-04,soy_sauce,2.74,0
2024-12-05,soy_sauce,2.76,0
2024-12-06,soy_sauce,2.62,0
2024-12-07,soy_sauce,2.92,0
2024-12-08,soy_sauce,3.07,0
2024-12-09,soy_sauce,2.74,0
2024-12-10,soy_sauce,2.97,0
2024-12-11,soy_sauce,3.07,0
2024-12-12,soy_sauce,2.8,0
2024-12-13,soy_sauce,2.84,0
2024-12-14,soy_sauce,2.89,0
2024-12-15,soy_sauce,2.91,0
2024-12-16,soy_sauce,2.9,0
2024-12-17,soy_sauce,2.82,0
2024-12-18,soy_sauce,2.94,0
2024-12-19,soy_sauce,2.83,0
2024-12-20,soy_sauce,2.92,0
2024-12-21,soy_sauce,2.87,0
2024-12-22,soy_sauce,2.68,0
2024-12-23,soy_sauce,3.02,0
2024-12-24,soy_sauce,2.82,0
2024-12-25,soy_sauce,3.04,0
2024-12-26,soy_sauce,3.01,0
2024-12-27,soy_sauce,2.92,0
2024-12-28,soy_sauce,2.95,0
2024-12-29,soy_sauce,2.97,0
2024-12-30,soy_sauce,2.88,0
2024-01-01,coconut_milk,1.88,0
2024-01-02,coconut_milk,1.97,0
2024-01-03,coconut_milk,1.57,0
2024-01-04,coconut_milk,1.9,0
2024-01-05,coconut_milk,1.86,0
2024-01-06,coconut_milk,1.82,0
2024-01-07,coconut_milk,1.96,0
2024-01-08,coconut_milk,1.84,0
2024-01-09,coconut_milk,2.01,0
2024-01-10,coconut_milk,2.03,0
2024-01-11,coconut_milk,2.61,1
2024-01-12,coconut_milk,1.98,0
2024-01-13,coconut_milk,2.0,0
2024-01-14,coconut_milk,2.0,0
2024-01-15,coconut_milk,2.06,0
2024-01-16,coconut_milk,1.84,0
2024-01-17,coconut_milk,1.95,0
2024-01-18,coconut_milk,1.74,0
2024-01-19,coconut_milk,1.75,0
2024-01-20,coconut_milk,1.95,0
2024-01-21,coconut_milk,1.92,0
2024-01-22,coconut_milk,1.94,0
2024-01-23,coconut_milk,2.01,0
2024-01-24,coconut_milk,2.11,0
2024-01-25,coconut_milk,1.94,0
2024-01-26,coconut_milk,1.93,0
2024-01-27,coconut_milk,1.87,0
2024-01-28,coconut_milk,2.05,0
2024-01-29,coconut_milk,1.88,0
2024-01-30,coconut_milk,1.92,0
2024-01-31,coconut_milk,2.02,0
2024-02-01,coconut_milk,1.96,0
2024-02-02,coconut_milk,1.96,0
2024-02-03,coconut_milk,1.86,0
2024-02-04,coconut_milk,2.0,0
2024-02-05,coconut_milk,2.21,0
2024-02-06,coconut_milk,1.81,0
2024-02-07,coconut_milk,1.84,0
2024-02-08,coconut_milk,2.05,0
2024-02-09,coconut_milk,1.99,0
2024-02-10,coconut_milk,2.12,0
2024-02-11,coconut_milk,1.89,0
2024-02-12,coconut_milk,2.07,0
2024-02-13,coconut_milk,2.01,0
2024-02-14,coconut_milk,1.87,0
2024-02-15,coconut_milk,1.9,0
2024-02-16,coconut_milk,1.98,0
2024-02-17,coconut_milk,1.88,0
2024-02-18,coconut_milk,2.11,0
2024-02-19,coconut_milk,2.06,0
2024-02-20,coconut_milk,1.93,0
2024-02-21,coconut_milk,1.96,0
2024-02-22,coconut_milk,2.09,0
2024-02-23,coconut_milk,1.98,0
2024-02-24,coconut_milk,2.21,0
2024-02-25,coconut_milk,2.05,0
2024-02-26,coconut_milk,1.9,0
2024-02-27,coconut_milk,1.87,0
2024-02-28,coconut_milk,2.11,0
2024-02-29,coconut_milk,1.94,0
2024-03-01,coconut_milk,2.01,0
2024-03-02,coconut_milk,1.67,0
2024-03-03,coconut_milk,2.0,0
2024-03-04,coconut_milk,1.84,0
2024-03-05,coconut_milk,1.84,0
2024-03-06,coconut_milk,2.14,0
2024-03-07,coconut_milk,1.96,0
2024-03-08,coconut_milk,1.96,0
2024-03-09,coconut_milk,2.24,0
2024-03-10,coconut_milk,2.11,0
2024-03-11,coconut_milk,2.18,0
2024-03-12,coconut_milk,2.15,0
2024-03-13,coconut_milk,2.1,0
2024-03-14,coconut_milk,2.18,0
2024-03-15,coconut_milk,1.92,0
2024-03-16,coconut_milk,1.91,0
2024-03-17,coconut_milk,1.85,0
2024-03-18,coconut_milk,1.81,0
2024-03-19,coconut_milk,2.49,1
2024-03-20,coconut_milk,1.98,0
2024-03-21,coconut_milk,1.9,0
2024-03-22,coconut_milk,2.79,1
2024-03-23,coconut_milk,2.1,0
2024-03-24,coconut_milk,2.24,0
2024-03-25,coconut_milk,2.03,0
2024-03-26,coconut_milk,2.02,0
2024-03-27,coconut_milk,2.19,0
2024-03-28,coconut_milk,1.98,0
2024-03-29,coconut_milk,2.46,1
2024-03-30,coconut_milk,2.02,0
2024-03-31,coconut_milk,2.19,0
2024-04-01,coconut_milk,2.03,0
2024-04-02,coconut_milk,2.73,1
2024-04-03,coconut_milk,2.09,0
2024-04-04,coconut_milk,2.09,0
2024-04-05,coconut_milk,1.97,0
2024-04-06,coconut_milk,1.99,0
2024-04-07,coconut_milk,2.2,0
2024-04-08,coconut_milk,2.0,0
2024-04-09,coconut_milk,2.07,0
2024-04-10,coconut_milk,2.02,0
2024-04-11,coconut_milk,1.94,0
2024-04-12,coconut_milk,1.94,0
2024-04-13,coconut_milk,2.06,0
2024-04-14,coconut_milk,2.17,0
2024-04-15,coconut_milk,1.86,0
2024-04-16,coconut_milk,2.19,0
2024-04-17,coconut_milk,2.08,0
2024-04-18,coconut_milk,1.98,0
2024-04-19,coconut_milk,2.05,0
2024-04-20,coconut_milk,2.08,0
2024-04-21,coconut_milk,1.89,0
2024-04-22,coconut_milk,1.99,0
2024-04-23,coconut_milk,2.01,0
2024-04-24,coconut_milk,1.82,0
2024-04-25,coconut_milk,2.1,0
2024-04-26,coconut_milk,1.94,0
2024-04-27,coconut_milk,1.94,0
2024-04-28,coconut_milk,2.0,0
2024-04-29,coconut_milk,2.06,0
2024-04-30,coconut_milk,2.05,0
2024-05-01,coconut_milk,2.01,0
2024-05-02,coconut_milk,2.04,0
2024-05-03,coconut_milk,1.92,0
2024-05-04,coconut_milk,2.02,0
2024-05-05,coconut_milk,2.07,0
2024-05-06,coconut_milk,1.94,0
2024-05-07,coconut_milk,2.0,0
2024-05-08,coconut_milk,2.07,0
2024-05-09,coconut_milk,1.99,0
2024-05-10,coconut_milk,1.86,0
2024-05-11,coconut_milk,2.16,0
2024-05-12,coconut_milk,2.13,0
2024-05-13,coconut_milk,2.29,1
2024-05-14,coconut_milk,2.17,0
2024-05-15,coconut_milk,1.85,0
2024-05-16,coconut_milk,2.06,0
2024-05-17,coconut_milk,1.94,0
2024-05-18,coconut_milk,2.54,1
2024-05-19,coconut_milk,1.9,0
2024-05-20,coconut_milk,2.03,0
2024-05-21,coconut_milk,1.84,0
2024-05-22,coconut_milk,1.81,0
2024-05-23,coconut_milk,2.0,0
2024-05-24,coconut_milk,2.05,0
2024-05-25,coconut_milk,2.03,0
2024-05-26,coconut_milk,1.8,0
2024-05-27,coconut_milk,1.9,0
2024-05-28,coconut_milk,1.91,0
2024-05-29,coconut_milk,1.81,0
2024-05-30,coconut_milk,1.98,0
2024-05-31,coconut_milk,2.0,0
2024-06-01,coconut_milk,1.95,0
2024-06-02,coconut_milk,1.8,0
2024-06-03,coconut_milk,2.2,0
2024-06-04,coconut_milk,1.88,0
2024-06-05,coconut_milk,2.08,0
2024-06-06,coconut_milk,2.13,0
2024-06-07,coconut_milk,1.92,0
2024-06-08,coconut_milk,2.01,0
2024-06-09,coconut_milk,1.82,0
2024-06-10,coconut_milk,1.92,0
2024-06-11,coconut_milk,2.01,0
2024-06-12,coconut_milk,1.96,0
2024-06-13,coconut_milk,2.04,0
2024-06-14,coconut_milk,1.9,0
2024-06-15,coconut_milk,2.07,0
2024-06-16,coconut_milk,1.85,0
2024-06-17,coconut_milk,2.0,0
2024-06-18,coconut_milk,1.89,0
2024-06-19,coconut_milk,1.76,0
2024-06-20,coconut_milk,2.03,0
2024-06-21,coconut_milk,1.66,0
2024-06-22,coconut_milk,1.86,0
2024-06-23,coconut_milk,1.83,0
2024-06-24,coconut_milk,2.08,0
2024-06-25,coconut_milk,2.04,0
2024-06-26,coconut_milk,1.82,0
2024-06-27,coconut_milk,1.8,0
2024-06-28,coconut_milk,1.89,0
2024-06-29,coconut_milk,1.81,0
2024-06-30,coconut_milk,2.1,0
2024-07-01,coconut_milk,1.74,0
2024-07-02,coconut_milk,2.14,0
2024-07-03,coconut_milk,1.98,0
2024-07-04,coconut_milk,2.0,0
2024-07-05,coconut_milk,1.94,0
2024-07-06,coconut_milk,1.75,0
2024-07-07,coconut_milk,2.02,0
2024-07-08,coconut_milk,1.93,0
2024-07-09,coconut_milk,1.81,0
2024-07-10,coconut_milk,2.05,0
2024-07-11,coconut_milk,2.03,0
2024-07-12,coconut_milk,2.04,0
2024-07-13,coconut_milk,2.02,0
2024-07-14,coconut_milk,1.86,0
2024-07-15,coconut_milk,1.98,0
2024-07-16,coconut_milk,2.03,0
2024-07-17,coconut_milk,2.02,0
2024-07-18,coconut_milk,1.64,0
2024-07-19,coconut_milk,1.9,0
2024-07-20,coconut_milk,2.51,1
2024-07-21,coconut_milk,2.69,1
2024-07-22,coconut_milk,1.9,0
2024-07-23,coconut_milk,1.96,0
2024-07-24,coconut_milk,1.93,0
2024-07-25,coconut_milk,2.05,0
2024-07-26,coconut_milk,2.11,0
2024-07-27,coconut_milk,1.9,0
2024-07-28,coconut_milk,1.93,0
2024-07-29,coconut_milk,2.05,0
2024-07-30,coconut_milk,1.77,0
2024-07-31,coconut_milk,1.78,0
2024-08-01,coconut_milk,1.82,0
2024-08-02,coconut_milk,1.98,0
2024-08-03,coconut_milk,1.9,0
2024-08-04,coconut_milk,1.82,0
2024-08-05,coconut_milk,2.03,0
2024-08-06,coconut_milk,1.71,0
2024-08-07,coconut_milk,1.81,0
2024-08-08,coconut_milk,1.87,0
2024-08-09,coconut_milk,2.09,0
2024-08-10,coconut_milk,1.81,0
2024-08-11,coconut_milk,1.94,0
2024-08-12,coconut_milk,1.86,0
2024-08-13,coconut_milk,1.74,0
2024-08-14,coconut_milk,1.94,0
2024-08-15,coconut_milk,1.84,0
2024-08-16,coconut_milk,1.82,0
2024-08-17,coconut_milk,1.72,0
2024-08-18,coconut_milk,1.88,0
2024-08-19,coconut_milk,2.05,0
2024-08-20,coconut_milk,1.8,0
2024-08-21,coconut_milk,1.75,0
2024-08-22,coconut_milk,1.68,0
2024-08-23,coconut_milk,1.67,0
2024-08-24,coconut_milk,1.85,0
2024-08-25,coconut_milk,1.88,0
2024-08-26,coconut_milk,1.91,0
2024-08-27,coconut_milk,1.86,0
2024-08-28,coconut_milk,1.89,0
2024-08-29,coconut_milk,2.04,0
2024-08-30,coconut_milk,2.75,1
2024-08-31,coconut_milk,1.96,0
2024-09-01,coconut_milk,1.73,0
2024-09-02,coconut_milk,1.73,0
2024-09-03,coconut_milk,1.76,0
2024-09-04,coconut_milk,1.92,0
2024-09-05,coconut_milk,1.9,0
2024-09-06,coconut_milk,1.98,0
2024-09-07,coconut_milk,2.56,1
2024-09-08,coconut_milk,1.82,0
2024-09-09,coconut_milk,1.67,0
2024-09-10,coconut_milk,1.82,0
2024-09-11,coconut_milk,1.91,0
2024-09-12,coconut_milk,1.76,0
2024-09-13,coconut_milk,1.84,0
2024-09-14,coconut_milk,1.67,0
2024-09-15,coconut_milk,1.81,0
2024-09-16,coconut_milk,1.86,0
2024-09-17,coconut_milk,1.85,0
2024-09-18,coconut_milk,1.95,0
2024-09-19,coconut_milk,1.75,0
2024-09-20,coconut_milk,2.3,1
2024-09-21,coconut_milk,1.92,0
2024-09-22,coconut_milk,1.75,0
2024-09-23,coconut_milk,1.76,0
2024-09-24,coconut_milk,1.93,0
2024-09-25,coconut_milk,2.03,0
2024-09-26,coconut_milk,1.91,0
2024-09-27,coconut_milk,1.91,0
2024-09-28,coconut_milk,1.91,0
2024-09-29,coconut_milk,1.72,0
2024-09-30,coconut_milk,1.77,0
2024-10-01,coconut_milk,1.86,0
2024-10-02,coconut_milk,1.98,0
2024-10-03,coconut_milk,2.13,0
2024-10-04,coconut_milk,1.89,0
2024-10-05,coconut_milk,1.94,0
2024-10-06,coconut_milk,1.71,0
2024-10-07,coconut_milk,1.94,0
2024-10-08,coconut_milk,2.09,0
2024-10-09,coconut_milk,1.77,0
2024-10-10,coconut_milk,1.8,0
2024-10-11,coconut_milk,2.39,1
2024-10-12,coconut_milk,1.78,0
2024-10-13,coconut_milk,1.86,0
2024-10-14,coconut_milk,1.89,0
2024-10-15,coconut_milk,1.82,0
2024-10-16,coconut_milk,1.78,0
2024-10-17,coconut_milk,1.81,0
2024-10-18,coconut_milk,1.93,0
2024-10-19,coconut_milk,1.75,0
2024-10-20,coconut_milk,1.79,0
2024-10-21,coconut_milk,1.9,0
2024-10-22,coconut_milk,1.88,0
2024-10-23,coconut_milk,1.68,0
2024-10-24,coconut_milk,1.99,0
2024-10-25,coconut_milk,1.82,0
2024-10-26,coconut_milk,1.74,0
2024-10-27,coconut_milk,1.72,0
2024-10-28,coconut_milk,1.99,0
2024-10-29,coconut_milk,1.63,0
2024-10-30,coconut_milk,1.92,0
2024-10-31,coconut_milk,1.97,0
2024-11-01,coconut_milk,1.83,0
2024-11-02,coconut_milk,2.06,0
2024-11-03,coconut_milk,1.77,0
2024-11-04,coconut_milk,1.94,0
2024-11-05,coconut_milk,1.89,0
2024-11-06,coconut_milk,2.08,0
2024-11-07,coconut_milk,1.85,0
2024-11-08,coconut_milk,1.93,0
2024-11-09,coconut_milk,1.9,0
2024-11-10,coconut_milk,1.71,0
2024-11-11,coconut_milk,1.87,0
2024-11-12,coconut_milk,1.82,0
2024-11-13,coconut_milk,1.9,0
2024-11-14,coconut_milk,1.94,0
2024-11-15,coconut_milk,2.05,0
2024-11-16,coconut_milk,1.63,0
